"Artist_URI","Description","Object_URI","Image","Owner","BornDate","deathDate","DateOfWork","AquisitionDate","Dimension","Classification_URI","Classification","Medium_URI","Medium","Subclassification_URI","Subclassification","Artist_Appellation_URI","Artist","values","CreditLine"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7610016A_2.jpg","National Portrait Gallery, Smithsonian Institution","","","c. 1865","1976","58.4 x 92.7cm (23 x 36 1/2"") Frame: 100.3 x 134.6 x 12.7cm (39 1/2 x 53 x 5"") ","","Painting","","Oil on canvas","","","","Ole Peter Hansen Balling","","National Portrait Gallery, Smithsonian Institution; transfer from the Library of Congress"
"","Left to right: Thomas C. Devin (1822-1878), George A. Custer (1839-1876), Hugh J. Kilpatrick (1836-1881), William H. Emory (1811-1887), Philip H. Sheridan (1831-1888), James B. McPherson (1828-1864), George Crook (1830-1890), Wesley Merritt (1834-1910), George H. Thomas (1816-1870), Gouverneur Kemble Warren (1830-1882), George G. Meade (1815-1872), John G. Parke (1827-1900), William T. Sherman (1820-1891), John A. Logan (1826-1886), Ulysses S. Grant (1822-1885), Ambrose E. Burnside (1824-1881), Joseph Hooker (1814-1879), Winfield Scott Hancock (1824-1886), John A. Rawlins (1831-1869), Edward O. C. Ord (1818-1883), Francis Preston Blair (1821-1875), Alfred H. Terry (1827-1890), Henry W. Slocum (1827-1894), Jefferson C. Davis (1828-1879), Oliver O. Howard (1830-1909), John M. Schofield (1831-1906), Joseph A. Mower (1827-1870)  After the Norwegian artist Ole Peter Hansen Balling had sketched President Lincoln at the White House in the fall of 1864, he obtained permission to paint life portraits of leading Union generals. Balling joined General Grant at City Point, Virginia, during the campaign against Richmond and spent five weeks there sketching officers in the field. Philip H. Sheridan was painted while in the Shenandoah Valley; the portraits of William T. Sherman and George H. Thomas were done in Washington after the end of the war. The image of George A. Custer, second from the left, is thought to be the only life portrait painted of him.","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6600066A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1865","1966-12-29","304.8cm x 487.7cm (120"" x 192""), Accurate ","","Painting","","Oil on canvas","","","","Ole Peter Hansen Balling","","National Portrait Gallery, Smithsonian Institution; gift of Mrs. Harry Newton Blue in memory of her husband Harry Newton Blue (1893-1925), who served as an officer of the Regular U.S. Army 1917-1925"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/88T0058A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1944","1988-04","30.5cm x 27.3cm (12"" x 10 3/4""), Image ","","Painting","","Gouache on board","","","","Boris Chaliapin","","National Portrait Gallery, Smithsonian Institution; gift of Mrs. Boris Chaliapin"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6600006a.jpg","National Portrait Gallery, Smithsonian Institution","","","","1966-01","91.5cm x 73.6cm (36"" x 29""), Accurate ","","Painting","","Oil on canvas","","","","","","National Portrait Gallery, Smithsonian Institution; gift of Mrs. Oscar Hammerstein II through Mr. Alexander Ince"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6600096a.jpg","National Portrait Gallery, Smithsonian Institution","","","c. 1856","1966","76.2cm x 63.5cm (30"" x 25""), Accurate ","","Painting","","Oil on canvas","","","","Alvan Clark","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8500098a.jpg","National Portrait Gallery, Smithsonian Institution","","","1885","1986-12","76.8cm x 63.5cm (30 1/4"" x 25""), Accurate ","","Painting","","Oil on canvas","","","","Henry Ulke","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6400018A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1877","1964","Image: 117.5 x 84cm (46 1/4 x 33 1/16"") ","","Painting","","Oil on canvas","","","","Thomas Le Clear","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7900536a.jpg","National Portrait Gallery, Smithsonian Institution","","","1875","1979","139.7cm x 106.7cm (55"" x 42""), Accurate ","","Painting","","Oil on canvas","","","","Henry Ulke","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum"
"","Herbert Hoover seemed to be the ultimate problem-solver. As a mining engineer, he had turned marginal operations into thriving enterprises. During World War I, his administration of European food relief was nothing short of brilliant. As secretary of commerce in the 1920s, he transformed a once-sleepy department into a purposeful information clearinghouse. But as the Great Depression took hold during the second year of his presidency, Hoover was hard pressed for a solution. Believing in the power of private initiative, he hesitated to involve the federal government in reviving business. When lengthening bread lines and escalating joblessness finally convinced him of the necessity of such steps, the measures proved inadequate. As a result, Hoover was defeated by a crushing margin in his 1932 reelection bid. This portrait was intended for Time magazine's cover. But Hoover delayed his sittings, and by the time it was finished, the magazine was no longer interested. Hoover is thus the only president in Time's history never to appear on a cover while in office. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6800048A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1931","1968-06","Sight: 110.8 x 92.1cm (43 5/8 x 36 1/4"") Frame: 140.3 x 95.6 x 8.3cm (55 1/4 x 37 5/8 x 3 1/4"") ","","Painting","","Oil on canvas","","","","Douglas Granville Chandor","","National Portrait Gallery, Smithsonian Institution; Frame conserved with funds from the Smithsonian Women's Committee"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/ia040070.jpg","Herbert Hoover Presidential Library And Museum","","","1941?","1963","102cm x 89.5cm (40 3/16"" x 35 1/4""), Estimate ","","Painting","","Oil on canvas","","","","John Christen Johansen","","Herbert Hoover Presidential Library and Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7200230a.jpg","National Portrait Gallery, Smithsonian Institution","","","1917","1971-12","Sight: 54.9 x 41cm (21 5/8 x 16 1/8"") Frame: 91.4 x 70.5 x 6cm (36 x 27 3/4 x 2 3/8"") ","","Painting","","Oil on paperboard","","","","Joseph Cummings Chase","","National Portrait Gallery, Smithsonian Institution; gift of Mendel L. Peterson"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6500050a.jpg","National Portrait Gallery, Smithsonian Institution","","","1921","1965","117cm x 91.5cm (46 1/16"" x 36""), Accurate ","","Painting","","Oil on canvas","","","","Edmund Charles Tarbell","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of the National Art Committee to the Smithsonian Institution, 1923"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/ia040005.jpg","Herbert Hoover Presidential Library And Museum","","","c. 1920","1962","125.9cm x 95.5cm (49 9/16"" x 37 5/8""), Estimate ","","Painting","","Oil on canvas","","","","William Barr","","Herbert Hoover Presidential Library and Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/96t0006e.jpg","National Portrait Gallery, Smithsonian Institution","","","1939","1996-07-16","25.7cm x 23cm (10 1/8"" x 9 1/16"") ","","Painting","","Gouache on board","","","","Ernest Hamlin Baker","","National Portrait Gallery, Smithsonian Institution"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/il030010.jpg","Union League Club of Chicago","","","c. 1930-1940","1966","100.5cm x 75.3cm (39 9/16"" x 29 5/8""), Sight ","","Painting","","Oil on canvas","","","","Violet Beatrice Wenner","","The Union League Club of Chicago"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/ia040028.jpg","Herbert Hoover Presidential Library And Museum","","","1930","1962","115.1cm x 89.9cm (45 5/16"" x 35 3/8""), Sight ","","Painting","","Oil on canvas","","","","Pilides Costa","","Herbert Hoover Presidential Library and Museum"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8300694a.jpg","National Portrait Gallery, Smithsonian Institution","","","","1983-11","122.5cm x 92cm (48 1/4"" x 36 1/4""), Accurate ","","Painting","","Oil on canvas","","","","George Rufus Boynton","","National Portrait Gallery, Smithsonian Institution; gift of William T. Hornaday Conservation Trust, Inc."
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8500432a.jpg","National Portrait Gallery, Smithsonian Institution","","","1933","1985","61cm x 58cm (24"" x 22 13/16""), Accurate ","","Painting","","Oil on canvas","","","","Chester Warner Slack","","National Portrait Gallery, Smithsonian Institution; gift of Kenneth I. Ives and Barbara Ives Beyer, the sitter's children"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/tx010033.jpg","Museum of Fine Arts, Houston","","","c. 1800","1957","22.8cm x 17.8cm (9"" x 7""), Estimate ","","Painting","","Pastel on paper","","","","","","The Museum of Fine Arts, Houston; the Bayou Bend Collection, gift of Miss Ima Hogg"
"","This work replicates an unusual profile portrait of Thomas Jefferson that Gilbert Stuart painted in Washington, D.C., in 1805, at the beginning of Jefferson's second presidential term. The neoclassical composition ""in the medallion form"" was suggested by Jefferson, who later wrote that Stuart's portrait (now owned by Harvard University) was ""deemed the best which has been taken of me."" King, a Washington painter, made the copy for Jefferson's family, who preferred this neoclassical profile over Stuart's three-quarter view of Jefferson, which was painted at the same sittings. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/9200220a.jpg","National Portrait Gallery, Smithsonian Institution","","","1836","1992-05-26","Sight: 49.5 x 41.3cm (19 1/2 x 16 1/4"") Frame: 72.4 x 65.4 x 8.6cm (28 1/2 x 25 3/4 x 3 3/8"") ","","Painting","","Oil on wood panel","","","","Charles Bird King","","National Portrait Gallery, Smithsonian Institution"
"","In 1791, Charles Willson Peale added this portrait of Secretary of State Thomas Jefferson to his museum's collection of American heroes. Jefferson appears younger than his fifty years, perhaps evoking the young man the artist remembered as the Virginia delegate to the Continental Congress. Jefferson was well known to Americans in 1791, having also served as governor of Virginia and ambassador to France. Notwithstanding George Washington's desire for unity in his administration, Jefferson quickly found himself at odds with Secretary of the Treasury Alexander Hamilton, whose power and influence on the president rivaled his own. Jefferson favored a smaller, weaker national government, with more power residing in the states, and closer ties to France; Hamilton argued for a powerful national government allied to Great Britain. From these differences the first American party system-Democratic-Republicans (Jefferson) versus Federalists (Hamilton)-was born.","","http://npgportraits.si.edu/eMuseumNPG/media/previews/pa300150.jpg","Independence National Historical Park","","","1791","1854-10","Image: 61 x 50.8cm (24 x 20"") Frame: 66 x 55.9cm (26 x 22"") ","","Painting","","Oil on canvas","","","","Charles Willson Peale","","Courtesy of Independence National Historical Park Collection, Philadelphia, PA"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/va060036.jpg","Colonial Williamsburg","","","1805-1814","1945-04","73cm x 59cm (28 3/4"" x 23 1/4""), Sight ","","Painting","","Oil on canvas","","","","Gilbert Stuart","","Colonial Williamsburg"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/pa300229.jpg","Independence National Historical Park","","","c. 1796-1797","1874-10","22.5cm x 17.5cm (8 7/8"" x 6 7/8""), Sight ","","Painting","","Pastel on paper","","","","","","Independence National Historical Park"
"","As the new American republic emerged from its war with the mother country, Thomas Jefferson and John Adams, collaborators in the formulation of the Declaration of Independence (although Jefferson wrote the final document), were brought together as trade negotiators in France, where their mutual respect turned into friendship. In the spring of 1786-when Jefferson was the American minister to France and Adams the American minister to England-Jefferson visited Adams, who suggested that he pose for the young Boston-born artist Mather Brown. An exchange of portraits between the two colleagues ensued. This painting, the earliest known likeness of Jefferson, remained in Adams's family until given to the nation in 1999. 	The background contains the classical figure of Freedom holding a staff topped by a cap, which had its origins in the conical cloth cap adopted by freed Roman slaves as the symbol of their liberty. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/9900178A_3.jpg","National Portrait Gallery, Smithsonian Institution","","","1786","1999-07-27","Sight: 91.4 x 71.1cm (36 x 28"") Frame: 102.2 x 82.2 x 5.7cm (40 1/4 x 32 3/8 x 2 1/4"") ","","Painting","","Oil on canvas","","","","Mather Brown","","National Portrait Gallery, Smithsonian Institution; bequest of Charles Francis Adams; Frame conserved with funds from the Smithsonian Women's Committee"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8600006a.jpg","National Portrait Gallery, Smithsonian Institution","","","1986","1986-03","66.3cm x 53.1cm (26 1/8"" x 20 7/8""), Accurate ","","Painting","","Oil on panel","","","","Bradley Stevens","","National Portrait Gallery, Smithsonian Institution"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/ny300001_2.jpg","New-York Historical Society","","","1805","1941","71.1cm x 59.7cm (28"" x 23 1/2""), Estimate ","","Painting","","Oil on canvas","","","","Rembrandt Peale","","New-York Historical Society"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/va100071.jpg","Monticello, Thomas Jefferson Foundation","","","c. 1788","1958","10.5cm x 8cm (4 1/8"" x 3 1/8""), Sight ","","Painting","","Oil on wood","","","","John Trumbull","","Monticello/Thomas Jefferson Foundation, Incorporated"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/va100070_2.jpg","Monticello, Thomas Jefferson Foundation","","","c. 1816","1930","74.5cm x 62.1cm (29 5/16"" x 24 7/16""), Sight ","","Painting","","Oil on canvas","","","","Bass Otis","",""
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/va100069_2.jpg","Monticello, Thomas Jefferson Foundation","","","c. 1800-1810","1975","8cm x 6.5cm (3 1/8"" x 2 9/16""), Sight ","","Painting","","Watercolor on ivory","","","","","","Monticello/Thomas Jefferson Foundation, Incorporated"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/md140434_2.jpg","Maryland Historical Society","","","c. 1775-1785","1955","9.5cm x 8.9cm (3 3/4"" x 3 1/2""), Accurate ","","Painting","","Oil on marble","","","","","","The Maryland Historical Society, Baltimore, Maryland"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/VA220200.jpg","Virginia Historical Society","","","c. 1787-1843","1978","7cm x 6.5cm (2 3/4"" x 2 9/16""), Sight ","","Painting","","Watercolor on paper","","","","John Trumbull","","The Virginia Historical Society"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/pa220101.jpg","Lafayette College","","","1801?","1943","233.8cm x 154.4cm (92 1/16"" x 60 13/16""), Estimate ","","Painting","","Oil on canvas","","","","Caleb Boyle","","Lafayette College, Easton, Pennsylvania"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/il100348.jpg","Chicago History Museum","","","1816-1825","1923","90.6cm x 70.6cm (35 11/16"" x 27 13/16""), Sight ","","Painting","","Oil on canvas","","","","Bass Otis","","Chicago Historical Society"
"","On his epitaph, Thomas Jefferson indicated his authorship of the Declaration of Independence and the Virginia Statute for Religious Freedom, and his founding of the University of Virginia. He omitted, however, any mention of being the third president of the United States, perhaps because his policies failed to end encroachments on American rights during the Napoleonic Wars of the early 1800s. Great Britain, with its naval superiority, forbade American ships from supplying Napoleon’s armies and forced American sailors to serve in its navy (impressment). After failing to change British policy with a Non-Importation Act (1806), Congress passed Jefferson’s Embargo Act (1807), prohibiting American ships and goods from leaving port. In the final month of his presidency, Jefferson repealed the embargo and signed the Non-Intercourse Act, which reopened trade with all nations except Great Britain and France. It also authorized his successor, James Madison, to resume trade with whichever of those nations stopped violating American neutral trading rights. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8200232A_1.jpg","","","","1805/1821","1982","66.4cm x 53.3cm (26 1/8"" x 21"") ","","Painting","","Oil on mahogany panel","","","","Gilbert Stuart","","National Portrait Gallery, Smithsonian Institution; owned jointly with Monticello, Thomas Jefferson Foundation, Incorporated, Charlottesville, Virginia; purchase funds provided by the Regents of the Smithsonian Institution, the Trustees of the Thomas Jefferson Foundation, Incorporated, and the Enid and Crosby Kemper Foundation"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/ny190170.jpg","New York State Office of Parks, Recreation and Historic Preservation","","","c. 1799","","68.4cm x 58.4cm (26 15/16"" x 23""), Sight ","","Painting","","Oil on canvas","","","","Charles Peale Polk","","Philipse Manor Hall, New York State Office of Parks, Recreation and Historic Preservation"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6510078a.jpg","National Portrait Gallery, Smithsonian Institution","","","1931","1965","111.8cm x 91.5cm (44"" x 36""), Accurate ","","Painting","","Oil on canvas","","","","William N. Dovener","","National Portrait Gallery, Smithsonian Institution; transfer from the National Archives"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/9700476a.jpg","National Portrait Gallery, Smithsonian Institution","","","1952","1997-12-29","81.3 x 66 cm (32 x 26"" ) ","","Painting","","Oil on canvas","","","","Richard Ruh Epperly","","National Portrait Gallery, Smithsonian Institution; gift of Eugene V. Epperly"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6600058a.jpg","National Portrait Gallery, Smithsonian Institution","","","1927","1966","122cm x 91.5cm (48 1/16"" x 36""), Accurate ","","Painting","","Oil on canvas","","","","Emil Fuchs","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of Dr. Edward Kellogg, 1963"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7300060a.jpg","National Portrait Gallery, Smithsonian Institution","","","","1973-11","76cm x 63.5cm (29 15/16"" x 25""), Accurate ","","Painting","","Oil on canvas","","","","","","National Portrait Gallery, Smithsonian Institution; gift of Mrs. Eugene W. Kettering"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7910127a.jpg","National Portrait Gallery, Smithsonian Institution","","","1893","1979-11","76.2cm x 63.5cm (30"" x 25""), Accurate ","","Painting","","Oil on canvas","","","","Robert Gordon Hardie","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum"
"","Born Yorkshire, England  Benjamin Latrobe was the most important architect of the early republic, transforming the discipline from an avocation for amateurs to a profession with standards and practices. Latrobe trained several of America’s next generation of architects, including the designer of this building, Robert Mills. Born in England, Latrobe trained there and in Germany. He but we know little of Latrobe’s early work because his records were lost at sea when he immigrated to America in 1795–96. His influential American buildings include the Philadelphia Water Works, New York City Hall, and redesigns of the Capitol and White House after they were burned in the War of 1812. Latrobe and artist Charles Frederick von Breda were at the beginning of their careers in London when this portrait was made. Von Breda created it to recall the lively and successful composition of a larger painting now in the collection of the Maryland Historical Society.","","http://npgportraits.si.edu/eMuseumNPG/media/previews/B1000128A.jpg","National Portrait Gallery, Smithsonian Institution","","","c. 1790","2011-06-03","Stretcher: 18.1 x 13.3cm (7 1/8 x 5 1/4"") ","","Painting","","Oil on canvas","","","","Charles Frederick Von Breda","","National Portrait Gallery, Smithsonian Institution"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6600100a.jpg","National Portrait Gallery, Smithsonian Institution","","","c. 1884-1885","1966","128.5cm x 108cm (50 9/16"" x 42 1/2""), Accurate ","","Painting","","Oil on canvas mounted on wood","","","","Bernard Albrecht Uhle","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of Marjorie Lea Hudson, 1961"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8200114a.jpg","National Portrait Gallery, Smithsonian Institution","","","1968","1982-05","91.4cm x 122cm (36"" x 48 1/16""), Accurate ","","Painting","","Oil on canvas","","","","Alvin L. Gittins","","National Portrait Gallery, Smithsonian Institution; gift of Mrs. Willard F. Libby"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6910056a.jpg","National Portrait Gallery, Smithsonian Institution","","","1910","1969","91.5cm x 75.9cm (36"" x 29 7/8""), Accurate ","","Painting","","Oil on canvas","","","","Edwin Burrage Child","","National Portrait Gallery, Smithsonian Institution; bequest of Millicent Todd Bingham"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6910066a.jpg","National Portrait Gallery, Smithsonian Institution","","","1910","1969","127cm x 91.5cm (50"" x 36""), Accurate ","","Painting","","Oil on canvas","","","","Edwin Burrage Child","","National Portrait Gallery, Smithsonian Institution; bequest of Millicent Todd Bingham"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6510086a.jpg","National Portrait Gallery, Smithsonian Institution","","","1931","1965","111.8cm x 91.2cm (44"" x 35 7/8""), Accurate ","","Painting","","Oil on canvas","","","","William N. Dovener","","National Portrait Gallery, Smithsonian Institution; transfer from the National Archives"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7100006A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1881","1971","77.5cm x 63.5cm (30 1/2"" x 25""), Accurate ","","Painting","","Oil on canvas","","","","George Willoughby Maynard","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of the artist, 1910"
""," Territorial expansion generated a spirit of technological adventure and a search for new methods to handle the unique conditions of American life. Cyrus McCormick, a farmer in Virginia's Shenandoah Valley, succeeded where his father had failed by constructing the first practical reaping machine. This reaper was a first step in the mechanization of American agriculture, allowing the efficient cultivation of large tracts of farmland by small numbers of farmers. This industrialization of the land allowed the United States to boost agricultural production to unprecedented levels and to feed growing cities and industrial towns. McCormick's design was pirated by competitors, but he overcame his rivals by founding his own factory outside Chicago in 1847. There, he contributed to the pace of industrial growth by using standardized parts and assembly-line production-methods that had been pioneered by Samuel Colt and others. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7500004a.jpg","National Portrait Gallery, Smithsonian Institution","","","mid 19th Century","1975","Stretcher: 51.4 x 41.3 x 3.8cm (20 1/4 x 16 1/4 x 1 1/2"") Frame: 59.7 x 49.5 x 6.7cm (23 1/2 x 19 1/2 x 2 5/8"") ","","Painting","","Oil on canvas","","","","Charles Loring Elliott","","National Portrait Gallery, Smithsonian Institution; gift of Chauncey and Marion Deering McCormick Foundation and Mrs. Gilbert Harrison"
"","In 1857, the inventor of a coal-burning stove, Jordan Mott, commissioned Christian Schussele to paint a group portrait of eighteen American scientists and inventors who ""had altered the course of contemporary civilization."" As with Schussele's celebration of American letters, Washington Irving . . . at Sunnyside, the group portrait did not mark an actual occasion but was designed to honor the achievements of American industry. The artist sketched study portraits of each of his subjects before putting them all into his final, formal composition. Men of Progress is a remarkable document of the growth of the American economy by the 1850s as it celebrates the inventions and processes of manufacturing pioneered by men such as Cyrus McCormick, Charles Goodyear, Samuel Colt, Samuel Morse, Elias Howe, and fourteen others. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6500108A_2.jpg","National Portrait Gallery, Smithsonian Institution","","","1862","1965","Stretcher: 128.3 x 190.5 x 5.1cm (50 1/2 x 75 x 2"") Frame: 162.6 x 225.7 x 12.7cm (64 x 88 7/8 x 5"") ","","Painting","","Oil on canvas","","","","Christian Schussele","","National Portrait Gallery, Smithsonian Institution; transfer from the National Gallery of Art; gift of the A.W. Mellon Educational and Charitable Trust, 1942"
"","Born Hanoverton, Ohio   Thomas Corwin Mendenhall, a physicist and professor at Ohio State University, became president of Worcester Polytechnic Institute in 1894. This miniature of him was painted in 1918 by his former Ohio State pupil Annie Ware Sabine Siebert. Wallace Siebert, the artist’s brother, wrote of her talents: “You always seem to get the essence of a man, that which does not change with lapse of time.” A remarkable woman of her era, Siebert became the first recipient of a master of arts degree from Ohio State in 1886 and one of the first women to earn an architecture degree from MIT. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6710222A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1918","1967","Ivory: 10.2 x 7cm (4 x 2 3/4"") Frame: 14 x 11.9cm (5 1/2 x 4 11/16""), Accurate ","","Painting","","Watercolor on ivory","","","","Annie Ware Sabine Siebert","",""
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8800120a.jpg","National Portrait Gallery, Smithsonian Institution","","","1963","1988-05","121.3cm x 105.4cm (47 3/4"" x 41 1/2""), Accurate ","","Painting","","Oil on canvas","","","","Everett Raymond Kinstler","","National Portrait Gallery, Smithsonian Institution; transfer from the National Bureau of Standards, Department of Commerce; gift of the International Nickel Corporation, 1984"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/9400058a.jpg","National Portrait Gallery, Smithsonian Institution","","","1929","1994-06-01","61cm x 46.2cm (24"" x 18 3/16"") ","","Painting","","Oil on canvas","","","","Stephen Seymour Thomas","","National Portrait Gallery, Smithsonian Institution; gift of Michael Millikan and family"
"","Inventor of the telegraph Samuel Morse was first a portraitist active in intellectual circles, who helped found the National Academy of Design (1826) in order to elevate and support the arts. But around 1832 he became fascinated with the idea of sending messages via electric wire. With no scientific or mechanical training, Morse devised an elegant machine that sent coded messages by opening and closing an electrical circuit. While the government neglected the telegraph, private businesses seized on the new invention as a great leap forward in communications technology. At a time when railways and water transportation were binding the country together, Morse did the same with a network of instantaneous communication. Speed has always characterized America, and Morse's breakthrough was the gigantic first step in creating ever-faster means of communicating. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/8000496A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1812","1980-11","Board: 27.3 x 22.5 x 0.3cm (10 3/4 x 8 7/8 x 1/8"") Frame: 35.6 x 30.5 x 4.8cm (14 x 12 x 1 7/8"") ","","Painting","","Oil on millboard","","","","Samuel Finley Breese Morse","","National Portrait Gallery, Smithsonian Institution; this acquisition was made possible by a generous contribution from the James Smithson Society"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7100046a.jpg","National Portrait Gallery, Smithsonian Institution","","","1895","1971","35.5cm x 28.5cm (14"" x 11 1/4""), Accurate ","","Painting","","Oil on canvas","","","","Edward Lind Morse","","National Portrait Gallery, Smithsonian Institution; transfer from the National Museum of American History; gift of the Telegraphic Historical Society of North America"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7000032A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","1876","1970","76cm x 62cm (29 15/16"" x 24 7/16""), Accurate ","","Painting","","Oil on canvas","","","","George Peter Alexander Healy","","National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; bequest of Viola Walden Myer, 1919"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/7800580a.jpg","National Portrait Gallery, Smithsonian Institution","","","1909","1978-12","76.2cm x 63.4cm (30"" x 24 15/16""), Accurate ","","Painting","","Oil on canvas","","","","Charles Harold L. MacDonald","","National Portrait Gallery, Smithsonian Institution; gift of Simon Newcomb Wilson"
"","","","http://npgportraits.si.edu/eMuseumNPG/media/previews/6510110a.jpg","National Portrait Gallery, Smithsonian Institution","","","1931","1965","112.4cm x 91.8cm (44 1/4"" x 36 1/8""), Accurate ","","Painting","","Oil on canvas","","","","William N. Dovener","","National Portrait Gallery, Smithsonian Institution; transfer from the National Archives"
"","Before the Reign of Terror began in 1793, Laurent Dabos, an artist from Toulouse undertook (apparently for the purpose of engraving) small full-length portraits of twelve luminaries of the French Revolution-Thomas Paine the only non-Frenchman among them. The bust version here shows Paine about the time he reached France. Well known as the author of Common Sense and Rights of Man, he was greeted by cannon salutes and cries of ""Vive Thomas Paine.""  Outlawed in England, Paine was never able to return to his native land, but his portrait was carried there-possibly by a member of the radical Anglo contingent in Paris-and was discovered some years ago in Northumberland. ","","http://npgportraits.si.edu/eMuseumNPG/media/previews/A8000010A_1.jpg","National Portrait Gallery, Smithsonian Institution","","","c. 1792","2008-07-02","Stretcher: 34 x 26cm (13 3/8 x 10 1/4"") Frame: 50.8 x 43.5cm (20 x 17 1/8"") ","","Painting","","Oil on canvas","","","","Laurent Dabos","","National Portrait Gallery, Smithsonian Institution"
